Category,Perk,Race,Rank,Description,FormID
Agility,Gunslinger Expert,"Human, Ghoul",2,"+1% ranged weak spot damage per Onslaught stack, +3 max stacks."
Agility,Gunslinger Master,"Human, Ghoul",3,"Gain Onslaught stacks over time and spend them on attacks, +10 max stacks."
Agility,Home Defense,"Human, Ghoul",1,Workshop turrets do +50% damage and you can disarm better traps.
Agility,Home Defense,"Human, Ghoul",2,Workshop turrets do +75% damage and you can disarm advanced traps.
Agility,Home Defense,"Human, Ghoul",3,Workshop turrets do +100% damage and you can disarm expert traps.
Agility,Light Footed,"Human, Ghoul",1,"While sneaking, you never trigger mines or floor-based traps."
Agility,Marathoner,"Human, Ghoul",1,Sprinting consumes 20% fewer Action Points. (No Power Armor)
Agility,Marathoner,"Human, Ghoul",2,Sprinting consumes 30% fewer Action Points. (No Power Armor)
Agility,Marathoner,"Human, Ghoul",3,Sprinting consumes 40% fewer Action Points. (No Power Armor)
Agility,Mister Sandman,"Human, Ghoul",1,Your silenced weapons do an additional 50% sneak attack damage.
Agility,Mister Sandman,"Human, Ghoul",2,Your silenced weapons do an additional 100% sneak attack damage.
Agility,Modern Renegade,"Human, Ghoul",1,Small guns gain +10% hip fire accuracy and +25% limb damage.
Agility,Modern Renegade,"Human, Ghoul",2,Small guns gain +20% hip fire accuracy and +50% limb damage.
Agility,Modern Renegade,"Human, Ghoul",3,Small guns gain +30% hip fire accuracy and +75% limb damage.
Agility,Moving Target,"Human, Ghoul",1,Gain +5% chance to Evade while sprinting. (No Power Armor)
Agility,Moving Target,"Human, Ghoul",2,Gain +10% chance to Evade while sprinting. (No Power Armor)
Agility,Moving Target,"Human, Ghoul",3,Gain +15% chance to Evade while sprinting. (No Power Armor)
Agility,Ninja,"Human, Ghoul",1,"Bows, throwing, and melee weapons do +50% sneak attack damage."
Agility,Ninja,"Human, Ghoul",2,"Bows, throwing, and melee weapons do +100% sneak attack damage."
Agility,Packin' Light,"Human, Ghoul",1,Your Action Points regenerate faster when not over encumbered.
Agility,Secret Agent,"Human, Ghoul",1,Stealth Boys last twice as long!
Agility,Secret Agent,"Human, Ghoul",2,Stealth Boys last three times as long!
Agility,Secret Agent,"Human, Ghoul",3,Stealth Boys last four times as long!
Agility,Sneak,"Human, Ghoul",1,You are 25% harder to detect while sneaking.
Agility,Sneak,"Human, Ghoul",2,You are 50% harder to detect while sneaking.
Agility,Sneak,"Human, Ghoul",3,You are 75% harder to detect while sneaking.
Luck,Better Criticals,"Human, Ghoul",1,V.A.T.S. criticals now do +50% damage.
Luck,Better Criticals,"Human, Ghoul",2,V.A.T.S. criticals now do +75% damage.
Luck,Better Criticals,"Human, Ghoul",3,V.A.T.S. criticals now do +100% damage.
Luck,Bloody Mess,"Human, Ghoul",1,Bleeding enemies you kill have a chance to explode based on your LCK.
Luck,Can Do!,"Human, Ghoul",1,Find more canned goods based on your LCK.
Luck,Cap Collector,"Human, Ghoul",1,You find more bottle caps based on your LCK.
Luck,Class Freak,"Human, Ghoul",1,The negative effects of your mutations are reduced by 25%.
Luck,Class Freak,"Human, Ghoul",2,The negative effects of your mutations are reduced by 50%.
Luck,Class Freak,"Human, Ghoul",3,The negative effects of your mutations are reduced by 75%.
Luck,Critical Savvy,"Human, Ghoul",1,Critical Hits now only consume 85% of your critical meter.
Luck,Critical Savvy,"Human, Ghoul",2,Critical Hits now only consume 70% of your critical meter.
Luck,Critical Savvy,"Human, Ghoul",3,Critical Hits now only consume 55% of your critical meter.
Luck,Dry Nurse,"Human, Ghoul",1,You have a 50% chance to keep your Stimpak when you revive another player.
Luck,Four Leaf Clover,"Human, Ghoul",1,Misses in V.A.T.S. now contribute to the Critical Meter based on your LCK.
Luck,Grim Reaper's Sprint,"Human, Ghoul",2,"Any kill in V.A.T.S. restores Action Points, based on your LCK."
Luck,Junk Shield,"Human, Ghoul",1,Gain Resistances based on your LCK and amount of junk held.
Luck,Last Laugh,"Human, Ghoul",1,You drop a live grenade from your inventory when you die.
Luck,Luck of the Draw,"Human, Ghoul",1,Slight chance your weapon will repair itself when hitting an enemy.
Luck,Luck of the Draw,"Human, Ghoul",2,Chance your weapon will repair itself even more when hitting an enemy.
Luck,Luck of the Draw,"Human, Ghoul",3,Chance your weapon will greatly repair itself when hitting an enemy.
Luck,Lucky Break,"Human, Ghoul",1,Slight chance your equipped armor will repair itself when struck.
Luck,Lucky Break,"Human, Ghoul",2,Chance your equipped armor will repair itself even more when struck.
Luck,Lucky Break,"Human, Ghoul",3,Chance your equipped armor will greatly repair itself when struck.
Luck,Mysterious Savior,"Human, Ghoul",1,A Mysterious Savior will occasionally appear to revive you when downed.
Luck,Mysterious Savior,"Human, Ghoul",2,A Mysterious Savior will more frequently appear to revive you when downed.
Luck,Mysterious Savior,"Human, Ghoul",3,The Mysterious Savior will regularly appear to revive you when downed.
Luck,Mysterious Stranger,"Human, Ghoul",1,The Mysterious Stranger will appear occasionally in V.A.T.S. to lend a hand.
Luck,Mysterious Stranger,"Human, Ghoul",2,The Mysterious Stranger appears more often when using V.A.T.S.
Luck,Mysterious Stranger,"Human, Ghoul",3,"The Mysterious Stranger appears so much in V.A.T.S., he knows you by name."
Luck,Mystery Meat,Human,1,Stimpaks may generate edible meat tissue. Higher Rads improve the chance.
Luck,Mystery Meat,Human,2,Stimpaks generate more edible meat tissue. Higher Rads improve the chance.
Luck,Mystery Meat,Human,3,"Stimpaks generate excessive, edible meat. Higher Rads improve the chance."
Luck,One Gun Army,"Human, Ghoul",1,Heavy guns gain a 4% stagger chance and +25% limb damage.
Luck,One Gun Army,"Human, Ghoul",2,Heavy guns gain a 8% stagger chance and +50% limb damage.
Luck,One Gun Army,"Human, Ghoul",3,Heavy guns gain a 12% stagger chance and +75% limb damage.
Luck,Pharma Farma,"Human, Ghoul",1,Find more first aid Chems based on your LCK.
Luck,Psychopath,"Human, Ghoul",2,Hits outside V.A.T.S. refill your Critical Meter at 10% contribution.
Luck,Quick Hands,Human,1,Gain a 6% chance to instantly reload when your clip is empty.
Luck,Quick Hands,Human,2,Gain a 12% chance to instantly reload when your clip is empty.
Luck,Quick Hands,Human,3,Gain a 18% chance to instantly reload when your clip is empty.
Luck,Ricochet,"Human, Ghoul",1,Gain a chance to Deflect ranged attacks based on LCK.
Luck,Scrounger,"Human, Ghoul",1,Find more non-explosive ammo based on your LCK.
Luck,Serendipity,"Human, Ghoul",1,"While below 30% health, gain a chance to Evade based on LCK. (No Power Armor)"
Luck,Storm Chaser,"Human, Ghoul",1,Gain health regeneration while outside during rain or Rad Storms.
Luck,Storm Chaser,"Human, Ghoul",2,Gain high health regeneration while outside during rain or Rad Storms.
Luck,Super Duper,"Human, Ghoul",1,"When you craft anything, there is a 10% chance you'll get double results!"
Luck,Super Duper,"Human, Ghoul",2,"When you craft anything, there is a 20% chance you'll get double results!"
Luck,Super Duper,"Human, Ghoul",3,"When you craft anything, there is a 30% chance you'll get double results!"
